_id,BlockID,CheckweigherResultAvg,DateCreate,OriginCheckpointID,ProductComposite,ProductID,Size,Style,Content
12096244,SPMASHDH,17.100000381469727,2022-12-26 22:01:50.379,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096328,SPMASHDH,20.400000254313152,2022-12-26 22:01:51.778,,p44::s7::k18# TRAY::cTRAY,44,7,18# TRAY,TRAY
12096315,SPMASHDH,17.15000057220459,2022-12-26 22:01:53.206,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096261,SPMASHDH,18.280000305175783,2022-12-26 22:01:57.994,33.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12096377,SPMASHDH,16.93333339691162,2022-12-26 22:01:59.239,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096258,SPMASHDH,16.7,2022-12-26 22:02:01.600,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096313,SPMASHDH,17.500000381469725,2022-12-26 22:02:04.220,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096299,SPMASHDH,17.22000045776367,2022-12-26 22:02:05.642,37.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096278,SPMASHDH,18.324999809265137,2022-12-26 22:02:07.095,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121924,SPMASHDH,16.825000286102295,2022-12-26 22:02:08.533,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096282,SPMASHDH,16.850000381469727,2022-12-26 22:02:09.986,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121992,SPMASHDH,18.866666793823242,2022-12-26 22:02:11.445,,p44::s7::k18# TRAY::cTRAY,44,7,18# TRAY,TRAY
12096346,SPMASHDH,16.975000858306885,2022-12-26 22:02:12.909,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121986,SPMASHDH,17.133333841959637,2022-12-26 22:02:14.887,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096291,SPMASHDH,19.083333651224773,2022-12-26 22:02:16.360,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096277,SPMASHDH,16.799999872843426,2022-12-26 22:02:17.907,,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12121982,SPMASHDH,17.25,2022-12-26 22:02:20.137,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096260,SPMASHDH,17.340000534057616,2022-12-26 22:02:19.988,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121923,SPMASHDH,16.80000057220459,2022-12-26 22:02:22.446,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096317,SPMASHDH,17.03333346048991,2022-12-26 22:02:24.486,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096298,SPMASHDH,16.300000190734863,2022-12-26 22:02:29.192,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711956,SPMASHDH,28.600000381469727,2022-12-26 22:02:31.228,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721081,SPMASHDH,28.566666920979817,2022-12-26 22:02:32.336,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721066,SPMASHDH,28.233333587646484,2022-12-26 22:02:33.462,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096306,SPMASHDH,18.18333371480306,2022-12-26 22:02:34.496,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721083,SPMASHDH,28.5,2022-12-26 22:02:34.518,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711958,SPMASHDH,28.550000190734863,2022-12-26 22:02:36.216,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721062,SPMASHDH,28.299999872843426,2022-12-26 22:02:37.507,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096326,SPMASHDH,17.799999713897705,2022-12-26 22:02:39.568,37.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096279,SPMASHDH,17.40000009536743,2022-12-26 22:02:38.792,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711957,SPMASHDH,28.449999809265137,2022-12-26 22:02:39.857,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096350,SPMASHDH,17.175000190734863,2022-12-26 22:02:41.218,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096367,SPMASHDH,19.120000076293945,2022-12-26 22:02:45.182,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121990,SPMASHDH,17.55000066757202,2022-12-26 22:02:46.648,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096284,SPMASHDH,17.700000286102295,2022-12-26 22:02:48.699,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121989,SPMASHDH,16.960000228881835,2022-12-26 22:02:48.433,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096384,SPMASHDH,17.600000858306885,2022-12-26 22:02:50.389,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096289,SPMASHDH,18.77500057220459,2022-12-26 22:02:51.852,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096281,SPMASHDH,17.17500066757202,2022-12-26 22:02:53.309,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096316,SPMASHDH,17.17500066757202,2022-12-26 22:02:54.801,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12153194,SPMASHDH,18.24000015258789,2022-12-26 22:02:57.518,29.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12096363,SPMASHDH,17.54000053405762,2022-12-26 22:03:01.595,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096357,SPMASHDH,18.02500057220459,2022-12-26 22:03:05.542,37.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096308,SPMASHDH,17.625000476837158,2022-12-26 22:03:07.029,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096259,SPMASHDH,16.725000381469727,2022-12-26 22:03:07.005,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096318,SPMASHDH,18.225000381469727,2022-12-26 22:03:08.106,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096354,SPMASHDH,17.08000030517578,2022-12-26 22:03:08.457,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096301,SPMASHDH,19.366666793823242,2022-12-26 22:03:09.946,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096276,SPMASHDH,19.449999809265137,2022-12-26 22:03:10.956,28.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096319,SPMASHDH,18.033334096272785,2022-12-26 22:03:12.150,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096257,SPMASHDH,17.325000286102295,2022-12-26 22:03:13.649,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711953,SPMASHDH,28.3000005086263,2022-12-26 22:03:15.936,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096303,SPMASHDH,18.250000476837158,2022-12-26 22:03:17.127,33.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
11721123,SPMASHDH,27.740000534057618,2022-12-26 22:03:18.050,71.0,p36::s140::cBAGS,36,140,,BAGS
12096359,SPMASHDH,18.225000381469727,2022-12-26 22:03:18.580,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096339,SPMASHDH,19.300000190734863,2022-12-26 22:03:20.000,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721025,SPMASHDH,29.27500057220459,2022-12-26 22:03:20.456,70.0,p36::s115::cBAGS,36,115,,BAGS
12096362,SPMASHDH,17.780000305175783,2022-12-26 22:03:22.690,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721145,SPMASHDH,31.40000009536743,2022-12-26 22:03:22.668,70.0,p36::s115::cBAGS,36,115,,BAGS
12096242,SPMASHDH,17.600000381469727,2022-12-26 22:03:24.157,33.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
11721144,SPMASHDH,29.5,2022-12-26 22:03:25.523,70.0,p36::s115::cBAGS,36,115,,BAGS
12096336,SPMASHDH,18.440000152587892,2022-12-26 22:03:26.360,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721122,SPMASHDH,27.940000152587892,2022-12-26 22:03:28.264,71.0,p36::s140::cBAGS,36,140,,BAGS
12096283,SPMASHDH,17.54000015258789,2022-12-26 22:03:29.416,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096329,SPMASHDH,16.425000429153442,2022-12-26 22:03:30.856,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721149,SPMASHDH,28.600000381469727,2022-12-26 22:03:31.598,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096330,SPMASHDH,16.300000031789143,2022-12-26 22:03:32.322,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096381,SPMASHDH,18.166667302449543,2022-12-26 22:03:33.784,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096352,SPMASHDH,16.420000648498537,2022-12-26 22:03:35.250,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721148,SPMASHDH,28.375000476837158,2022-12-26 22:03:36.053,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096351,SPMASHDH,16.800000381469726,2022-12-26 22:03:36.713,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096342,SPMASHDH,15.950000524520874,2022-12-26 22:03:38.180,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711954,SPMASHDH,28.55000066757202,2022-12-26 22:03:38.193,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096310,SPMASHDH,20.75000063578288,2022-12-26 22:03:39.759,28.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721152,SPMASHDH,28.460000228881835,2022-12-26 22:03:40.346,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096374,SPMASHDH,17.575000762939453,2022-12-26 22:03:41.242,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721151,SPMASHDH,28.350000381469727,2022-12-26 22:03:42.623,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12121994,SPMASHDH,16.575000286102295,2022-12-26 22:03:44.371,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721129,SPMASHDH,28.449999809265137,2022-12-26 22:03:44.838,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711955,SPMASHDH,28.30000066757202,2022-12-26 22:03:46.986,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096378,SPMASHDH,19.950000286102295,2022-12-26 22:03:46.734,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096375,SPMASHDH,18.24000015258789,2022-12-26 22:03:48.203,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721150,SPMASHDH,28.65000057220459,2022-12-26 22:03:49.756,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096327,SPMASHDH,18.166667302449543,2022-12-26 22:03:50.927,37.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721218,SPMASHDH,28.67500066757202,2022-12-26 22:03:51.900,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096323,SPMASHDH,17.350000619888306,2022-12-26 22:03:52.395,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096312,SPMASHDH,19.450000286102295,2022-12-26 22:03:53.853,28.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096355,SPMASHDH,18.17500066757202,2022-12-26 22:03:55.318,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096376,SPMASHDH,17.22000045776367,2022-12-26 22:03:57.369,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096382,SPMASHDH,19.820000839233398,2022-12-26 22:03:58.838,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096379,SPMASHDH,20.140000534057616,2022-12-26 22:04:01.276,28.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121984,SPMASHDH,17.725000858306885,2022-12-26 22:04:01.740,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12153196,SPMASHDH,17.75,2022-12-26 22:04:02.745,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096347,SPMASHDH,19.68000030517578,2022-12-26 22:04:08.833,28.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096380,SPMASHDH,20.120000457763673,2022-12-26 22:04:10.302,28.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121993,SPMASHDH,17.350000381469727,2022-12-26 22:04:11.801,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721187,SPMASHDH,28.52500009536743,2022-12-26 22:04:12.901,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096297,SPMASHDH,17.7,2022-12-26 22:04:14.150,37.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12128953,SPMASHDH,17.15000057220459,2022-12-26 22:04:15.273,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096341,SPMASHDH,19.3000005086263,2022-12-26 22:04:15.139,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096373,SPMASHDH,17.53333346048991,2022-12-26 22:04:17.578,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121965,SPMASHDH,17.375000476837158,2022-12-26 22:04:19.050,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121964,SPMASHDH,17.700000762939453,2022-12-26 22:04:20.609,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721067,SPMASHDH,28.250000476837158,2022-12-26 22:04:30.958,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721126,SPMASHDH,30.26000061035156,2022-12-26 22:04:37.759,71.0,p36::s140::cBAGS,36,140,,BAGS
12096372,SPMASHDH,17.475000381469727,2022-12-26 22:05:29.544,25.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096348,SPMASHDH,17.825000762939453,2022-12-26 22:05:34.921,,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12096383,SPMASHDH,20.100000381469727,2022-12-26 22:05:36.838,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096294,SPMASHDH,18.600000381469727,2022-12-26 22:05:39.219,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096311,SPMASHDH,19.02500057220459,2022-12-26 22:05:42.043,29.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12096293,SPMASHDH,17.8000005086263,2022-12-26 22:05:44.008,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12153182,SPMASHDH,18.266667048136394,2022-12-26 22:05:50.368,29.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12096274,SPMASHDH,17.375000476837158,2022-12-26 22:05:52.295,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121963,SPMASHDH,19.175000190734863,2022-12-26 22:05:52.242,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121966,SPMASHDH,18.000000476837158,2022-12-26 22:05:54.120,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096324,SPMASHDH,16.42500066757202,2022-12-26 22:05:57.243,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121945,SPMASHDH,18.325000286102295,2022-12-26 22:05:57.972,29.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12121961,SPMASHDH,16.820000457763673,2022-12-26 22:06:05.040,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096307,SPMASHDH,17.866666793823242,2022-12-26 22:06:08.512,25.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
11721188,SPMASHDH,28.266666412353516,2022-12-26 22:06:12.228,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721044,SPMASHDH,28.160000228881835,2022-12-26 22:06:25.790,71.0,p36::s140::cBAGS,36,140,,BAGS
11721189,SPMASHDH,28.42500066757202,2022-12-26 22:06:27.998,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721045,SPMASHDH,28.925000190734863,2022-12-26 22:06:47.616,71.0,p36::s140::cBAGS,36,140,,BAGS
12096304,SPMASHDH,18.100000381469727,2022-12-26 22:07:12.207,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096288,SPMASHDH,18.033334096272785,2022-12-26 22:07:18.594,33.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12096300,SPMASHDH,16.84000015258789,2022-12-26 22:07:22.696,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096320,SPMASHDH,16.46666653951009,2022-12-26 22:07:24.729,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096241,SPMASHDH,19.633333841959637,2022-12-26 22:07:27.046,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721222,SPMASHDH,28.72000045776367,2022-12-26 22:07:40.816,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721140,SPMASHDH,28.325000286102295,2022-12-26 22:07:42.833,71.0,p36::s140::cBAGS,36,140,,BAGS
11721141,SPMASHDH,27.875000476837158,2022-12-26 22:07:44.941,71.0,p36::s140::cBAGS,36,140,,BAGS
11721107,SPMASHDH,28.450000286102295,2022-12-26 22:07:47.340,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721159,SPMASHDH,28.350000381469727,2022-12-26 22:08:08.830,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721158,SPMASHDH,28.533334096272785,2022-12-26 22:08:15.187,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11721221,SPMASHDH,28.46666717529297,2022-12-26 22:08:18.166,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12096245,SPMASHDH,16.975000619888306,2022-12-26 22:08:19.462,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096338,SPMASHDH,19.72000045776367,2022-12-26 22:08:28.712,,p44::s7::k18# TRAY::cTRAY,44,7,18# TRAY,TRAY
12096340,SPMASHDH,20.600000381469727,2022-12-26 22:08:32.321,,p44::s7::k18# TRAY::cTRAY,44,7,18# TRAY,TRAY
12096290,SPMASHDH,18.916667302449543,2022-12-26 22:08:35.115,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121962,SPMASHDH,17.120000457763673,2022-12-26 22:08:42.297,33.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
11711998,SPMASHDH,30.266667048136394,2022-12-26 22:08:47.008,71.0,p36::s140::cBAGS,36,140,,BAGS
11711981,SPMASHDH,28.17500066757202,2022-12-26 22:08:48.162,71.0,p36::s140::cBAGS,36,140,,BAGS
12121991,SPMASHDH,18.450000286102295,2022-12-26 22:08:55.953,,p44::s7::k18# TRAY::cTRAY,44,7,18# TRAY,TRAY
12096302,SPMASHDH,18.066666920979817,2022-12-26 22:08:57.112,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711996,SPMASHDH,28.333333333333332,2022-12-26 22:09:12.330,71.0,p36::s140::cBAGS,36,140,,BAGS
11711997,SPMASHDH,28.575000286102295,2022-12-26 22:09:38.253,71.0,p36::s140::cBAGS,36,140,,BAGS
12121941,SPMASHDH,19.90000057220459,2022-12-26 22:09:48.089,28.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721133,SPMASHDH,28.550000190734863,2022-12-26 22:09:57.518,70.0,p36::s115::cBAGS,36,115,,BAGS
12096358,SPMASHDH,17.58000030517578,2022-12-26 22:09:59.688,37.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096309,SPMASHDH,18.43333371480306,2022-12-26 22:09:59.892,29.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
11721143,SPMASHDH,28.050000190734863,2022-12-26 22:10:04.123,71.0,p36::s140::cBAGS,36,140,,BAGS
11721156,SPMASHDH,28.400000254313152,2022-12-26 22:10:05.448,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
12121987,SPMASHDH,17.160000228881835,2022-12-26 22:10:12.150,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721101,SPMASHDH,28.22499990463257,2022-12-26 22:10:13.731,71.0,p36::s140::cBAGS,36,140,,BAGS
11721147,SPMASHDH,28.350000381469727,2022-12-26 22:10:16.342,70.0,p36::s115::cBAGS,36,115,,BAGS
11721157,SPMASHDH,28.850000381469727,2022-12-26 22:10:22.115,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711977,SPMASHDH,28.400000254313152,2022-12-26 22:10:28.782,71.0,p36::s140::cBAGS,36,140,,BAGS
11721134,SPMASHDH,29.100000381469727,2022-12-26 22:10:33.303,70.0,p36::s115::cBAGS,36,115,,BAGS
11721220,SPMASHDH,28.550000190734863,2022-12-26 22:10:45.694,74.0,p36::s140::k12/2 PBAG::cBAGS,36,140,12/2 PBAG,BAGS
11711991,SPMASHDH,29.250000953674316,2022-12-26 22:10:51.531,70.0,p36::s115::cBAGS,36,115,,BAGS
11721127,SPMASHDH,27.400000254313152,2022-12-26 22:10:54.202,71.0,p36::s140::cBAGS,36,140,,BAGS
12121976,SPMASHDH,18.34000015258789,2022-12-26 22:11:02.337,,p44::s7::k18# TRAY::cTRAY,44,7,18# TRAY,TRAY
11721132,SPMASHDH,29.000000476837158,2022-12-26 22:11:10.666,70.0,p36::s115::cBAGS,36,115,,BAGS
11721128,SPMASHDH,28.90000009536743,2022-12-26 22:11:20.606,71.0,p36::s140::cBULK,36,140,,BULK
12096394,SPMASHDH,17.600000381469727,2022-12-26 22:11:22.234,37.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711994,SPMASHDH,28.90000057220459,2022-12-26 22:11:28.502,70.0,p36::s115::cBAGS,36,115,,BAGS
12096396,SPMASHDH,16.833333333333332,2022-12-26 22:11:36.448,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11721121,SPMASHDH,28.08000068664551,2022-12-26 22:11:44.804,71.0,p36::s140::cBAGS,36,140,,BAGS
11711995,SPMASHDH,28.500000762939454,2022-12-26 22:11:47.687,70.0,p36::s115::cBAGS,36,115,,BAGS
12096366,SPMASHDH,16.88000030517578,2022-12-26 22:11:50.771,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711980,SPMASHDH,28.33333396911621,2022-12-26 22:12:03.496,70.0,p36::s115::cBAGS,36,115,,BAGS
12096331,SPMASHDH,17.25,2022-12-26 22:12:04.862,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711979,SPMASHDH,2.3000000715255737,2022-12-26 22:12:05.721,70.0,p36::s115::cBULK,36,115,,BULK
11711975,SPMASHDH,28.375000476837158,2022-12-26 22:12:10.783,71.0,p36::s140::cBAGS,36,140,,BAGS
11711978,SPMASHDH,28.40000057220459,2022-12-26 22:12:21.725,70.0,p36::s115::cBAGS,36,115,,BAGS
12121940,SPMASHDH,19.52500009536743,2022-12-26 22:12:22.615,28.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711976,SPMASHDH,27.90000009536743,2022-12-26 22:12:36.150,71.0,p36::s140::cBAGS,36,140,,BAGS
11721245,SPMASHDH,28.72499990463257,2022-12-26 22:12:39.799,70.0,p36::s115::cBAGS,36,115,,BAGS
12096305,SPMASHDH,18.34000015258789,2022-12-26 22:12:39.802,,p44::s7::k18# TRAY::cTRAY,44,7,18# TRAY,TRAY
12096406,SPMASHDH,19.250000476837158,2022-12-26 22:12:46.525,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096407,SPMASHDH,16.460000228881835,2022-12-26 22:12:51.245,,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711982,SPMASHDH,28.46666653951009,2022-12-26 22:12:58.669,70.0,p36::s115::cBAGS,36,115,,BAGS
12121988,SPMASHDH,16.575000286102295,2022-12-26 22:12:58.172,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711993,SPMASHDH,28.200000762939453,2022-12-26 22:13:00.775,71.0,p36::s140::cBULK,36,140,,BULK
12096405,SPMASHDH,18.47499990463257,2022-12-26 22:13:01.389,33.0,p44::s6::k18# TRAY::cTRAY,44,6,18# TRAY,TRAY
12096361,SPMASHDH,17.55000066757202,2022-12-26 22:13:05.954,36.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12096365,SPMASHDH,20.000000476837158,2022-12-26 22:13:08.915,,p44::s7::k18# TRAY::cTRAY,44,7,18# TRAY,TRAY
12096404,SPMASHDH,18.200000286102295,2022-12-26 22:13:15.684,33.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
12121981,SPMASHDH,17.450000762939453,2022-12-26 22:13:22.368,37.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711992,SPMASHDH,28.200000286102295,2022-12-26 22:13:25.767,71.0,p36::s140::cBAGS,36,140,,BAGS
12096390,SPMASHDH,17.225000381469727,2022-12-26 22:13:33.638,24.0,p44::s8::k18# TRAY::cTRAY,44,8,18# TRAY,TRAY
11711984,SPMASHDH,28.96666717529297,2022-12-26 22:13:37.084,70.0,p36::s115::cBAGS,36,115,,BAGS
